Estado,Ocurrencias
Aguascalientes,5
Baja California,16
Baja California Sur,3
Campeche,3
Chiapas,40
Chihuahua,7
Ciudad de México,233
Coahuila,5
Colima,2
Durango,2
Estado de México,105
Guanajuato,22
Guerrero,5
Hidalgo,6
Jalisco,32
Michoacán,5
Morelos,12
Nayarit,4
Nuevo León,34
Oaxaca,259
Puebla,93
Querétaro,19
Quintana Roo,21
San Luis Potosí,3
Sinaloa,4
Sonora,14
Tabasco,10
Tamaulipas,5
Tlaxcala,8
Veracruz,20
Yucatán,73
Zacatecas,11
Total,1081
