Estado,Ocurrencias
Aguascalientes,1
Baja California,4
Baja California Sur,0
Campeche,8
Chiapas,3
Chihuahua,2
Ciudad de México,17
Coahuila,5
Colima,0
Durango,2
Estado de México,11
Guanajuato,3
Guerrero,4
Hidalgo,6
Jalisco,14
Michoacán,2
Morelos,2
Nayarit,0
Nuevo León,12
Oaxaca,1
Puebla,5
Querétaro,4
Quintana Roo,19
San Luis Potosí,3
Sinaloa,0
Sonora,9
Tabasco,39
Tamaulipas,4
Tlaxcala,0
Veracruz,17
Yucatán,20
Zacatecas,0
Total,217
