Estado,Ocurrencias
Aguascalientes,32
Baja California,12
Baja California Sur,15
Campeche,0
Chiapas,34
Chihuahua,18
Ciudad de México,97
Coahuila,52
Colima,14
Durango,7
Estado de México,47
Guanajuato,80
Guerrero,24
Hidalgo,13
Jalisco,224
Michoacán,23
Morelos,11
Nayarit,15
Nuevo León,263
Oaxaca,38
Puebla,17
Querétaro,37
Quintana Roo,29
San Luis Potosí,84
Sinaloa,33
Sonora,100
Tabasco,3
Tamaulipas,48
Tlaxcala,1
Veracruz,32
Yucatán,9
Zacatecas,18
Total,1430
