Estado,Ocurrencias
Aguascalientes,4
Baja California,18
Baja California Sur,10
Campeche,4
Chiapas,5
Chihuahua,18
Ciudad de México,275
Coahuila,14
Colima,8
Durango,2
Estado de México,112
Guanajuato,25
Guerrero,17
Hidalgo,90
Jalisco,72
Michoacán,17
Morelos,26
Nayarit,2
Nuevo León,51
Oaxaca,72
Puebla,150
Querétaro,104
Quintana Roo,16
San Luis Potosí,25
Sinaloa,12
Sonora,21
Tabasco,15
Tamaulipas,15
Tlaxcala,8
Veracruz,40
Yucatán,16
Zacatecas,10
Total,1274
