Estado,Ocurrencias
Aguascalientes,12
Baja California,41
Baja California Sur,8
Campeche,6
Chiapas,16
Chihuahua,11
Ciudad de México,213
Coahuila,9
Colima,4
Durango,3
Estado de México,128
Guanajuato,23
Guerrero,10
Hidalgo,10
Jalisco,81
Michoacán,14
Morelos,25
Nayarit,7
Nuevo León,48
Oaxaca,7
Puebla,46
Querétaro,32
Quintana Roo,39
San Luis Potosí,13
Sinaloa,21
Sonora,25
Tabasco,10
Tamaulipas,16
Tlaxcala,2
Veracruz,30
Yucatán,11
Zacatecas,7
Total,928
