Estado,Ocurrencias
Aguascalientes,8
Baja California,12
Baja California Sur,16
Campeche,29
Chiapas,92
Chihuahua,18
Ciudad de México,405
Coahuila,18
Colima,6
Durango,13
Estado de México,173
Guanajuato,33
Guerrero,26
Hidalgo,34
Jalisco,103
Michoacán,9
Morelos,33
Nayarit,1
Nuevo León,188
Oaxaca,35
Puebla,115
Querétaro,44
Quintana Roo,55
San Luis Potosí,17
Sinaloa,60
Sonora,38
Tabasco,69
Tamaulipas,28
Tlaxcala,7
Veracruz,179
Yucatán,79
Zacatecas,11
Total,1954
