Estado,Ocurrencias
Aguascalientes,14
Baja California,41
Baja California Sur,11
Campeche,0
Chiapas,0
Chihuahua,8
Ciudad de México,93
Coahuila,3
Colima,0
Durango,1
Estado de México,34
Guanajuato,9
Guerrero,0
Hidalgo,6
Jalisco,422
Michoacán,4
Morelos,17
Nayarit,7
Nuevo León,17
Oaxaca,3
Puebla,4
Querétaro,8
Quintana Roo,4
San Luis Potosí,10
Sinaloa,7
Sonora,81
Tabasco,0
Tamaulipas,4
Tlaxcala,1
Veracruz,1
Yucatán,2
Zacatecas,1
Total,813
