Estado,Ocurrencias
Aguascalientes,11
Baja California,45
Baja California Sur,1
Campeche,3
Chiapas,4
Chihuahua,12
Ciudad de México,94
Coahuila,4
Colima,3
Durango,2
Estado de México,49
Guanajuato,12
Guerrero,5
Hidalgo,13
Jalisco,35
Michoacán,7
Morelos,7
Nayarit,0
Nuevo León,51
Oaxaca,5
Puebla,12
Querétaro,18
Quintana Roo,14
San Luis Potosí,6
Sinaloa,6
Sonora,19
Tabasco,6
Tamaulipas,15
Tlaxcala,4
Veracruz,20
Yucatán,3
Zacatecas,3
Total,489
