Estado,Ocurrencias
Aguascalientes,1
Baja California,12
Baja California Sur,4
Campeche,0
Chiapas,21
Chihuahua,28
Ciudad de México,132
Coahuila,7
Colima,3
Durango,1
Estado de México,62
Guanajuato,10
Guerrero,5
Hidalgo,4
Jalisco,24
Michoacán,7
Morelos,6
Nayarit,2
Nuevo León,24
Oaxaca,7
Puebla,28
Querétaro,16
Quintana Roo,15
San Luis Potosí,10
Sinaloa,4
Sonora,11
Tabasco,4
Tamaulipas,3
Tlaxcala,1
Veracruz,19
Yucatán,8
Zacatecas,3
Total,482
