Estado,Ocurrencias
Aguascalientes,19
Baja California,35
Baja California Sur,7
Campeche,9
Chiapas,12
Chihuahua,49
Ciudad de México,283
Coahuila,53
Colima,5
Durango,19
Estado de México,174
Guanajuato,63
Guerrero,12
Hidalgo,29
Jalisco,141
Michoacán,24
Morelos,32
Nayarit,4
Nuevo León,244
Oaxaca,8
Puebla,51
Querétaro,59
Quintana Roo,39
San Luis Potosí,36
Sinaloa,53
Sonora,59
Tabasco,30
Tamaulipas,55
Tlaxcala,9
Veracruz,63
Yucatán,40
Zacatecas,17
Total,1733
