Estado,Ocurrencias
Aguascalientes,27
Baja California,95
Baja California Sur,22
Campeche,5
Chiapas,61
Chihuahua,35
Ciudad de México,520
Coahuila,36
Colima,19
Durango,42
Estado de México,361
Guanajuato,88
Guerrero,52
Hidalgo,25
Jalisco,241
Michoacán,43
Morelos,52
Nayarit,3
Nuevo León,209
Oaxaca,75
Puebla,118
Querétaro,81
Quintana Roo,45
San Luis Potosí,46
Sinaloa,55
Sonora,133
Tabasco,30
Tamaulipas,31
Tlaxcala,30
Veracruz,89
Yucatán,72
Zacatecas,52
Total,2793
