Estado,Ocurrencias
Aguascalientes,2
Baja California,8
Baja California Sur,1
Campeche,1
Chiapas,2
Chihuahua,14
Ciudad de México,57
Coahuila,5
Colima,1
Durango,4
Estado de México,26
Guanajuato,15
Guerrero,0
Hidalgo,4
Jalisco,21
Michoacán,2
Morelos,0
Nayarit,2
Nuevo León,37
Oaxaca,0
Puebla,8
Querétaro,8
Quintana Roo,8
San Luis Potosí,5
Sinaloa,8
Sonora,14
Tabasco,7
Tamaulipas,6
Tlaxcala,0
Veracruz,13
Yucatán,7
Zacatecas,2
Total,288
