Estado,Ocurrencias
Aguascalientes,18
Baja California,16
Baja California Sur,5
Campeche,6
Chiapas,16
Chihuahua,11
Ciudad de México,151
Coahuila,21
Colima,3
Durango,14
Estado de México,82
Guanajuato,32
Guerrero,5
Hidalgo,19
Jalisco,69
Michoacán,11
Morelos,14
Nayarit,4
Nuevo León,160
Oaxaca,13
Puebla,35
Querétaro,32
Quintana Roo,18
San Luis Potosí,21
Sinaloa,14
Sonora,13
Tabasco,16
Tamaulipas,42
Tlaxcala,8
Veracruz,51
Yucatán,62
Zacatecas,4
Total,986
