Estado,Ocurrencias
Aguascalientes,13
Baja California,35
Baja California Sur,9
Campeche,8
Chiapas,24
Chihuahua,30
Ciudad de México,499
Coahuila,38
Colima,7
Durango,11
Estado de México,256
Guanajuato,57
Guerrero,26
Hidalgo,29
Jalisco,134
Michoacán,20
Morelos,37
Nayarit,10
Nuevo León,199
Oaxaca,29
Puebla,76
Querétaro,106
Quintana Roo,61
San Luis Potosí,31
Sinaloa,23
Sonora,50
Tabasco,37
Tamaulipas,53
Tlaxcala,4
Veracruz,78
Yucatán,51
Zacatecas,17
Total,2058
