Estado,Ocurrencias
Aguascalientes,11
Baja California,20
Baja California Sur,12
Campeche,4
Chiapas,12
Chihuahua,20
Ciudad de México,320
Coahuila,27
Colima,4
Durango,7
Estado de México,134
Guanajuato,29
Guerrero,10
Hidalgo,44
Jalisco,66
Michoacán,19
Morelos,29
Nayarit,3
Nuevo León,57
Oaxaca,26
Puebla,119
Querétaro,51
Quintana Roo,40
San Luis Potosí,18
Sinaloa,17
Sonora,56
Tabasco,26
Tamaulipas,19
Tlaxcala,13
Veracruz,69
Yucatán,31
Zacatecas,10
Total,1323
