Estado,Ocurrencias
Aguascalientes,3
Baja California,0
Baja California Sur,2
Campeche,4
Chiapas,2
Chihuahua,4
Ciudad de México,69
Coahuila,4
Colima,1
Durango,0
Estado de México,21
Guanajuato,10
Guerrero,0
Hidalgo,4
Jalisco,11
Michoacán,3
Morelos,3
Nayarit,0
Nuevo León,25
Oaxaca,6
Puebla,16
Querétaro,9
Quintana Roo,2
San Luis Potosí,4
Sinaloa,2
Sonora,7
Tabasco,2
Tamaulipas,3
Tlaxcala,6
Veracruz,10
Yucatán,5
Zacatecas,2
Total,240
