Estado,Ocurrencias
Aguascalientes,2
Baja California,12
Baja California Sur,4
Campeche,31
Chiapas,6
Chihuahua,18
Ciudad de México,48
Coahuila,16
Colima,1
Durango,3
Estado de México,158
Guanajuato,8
Guerrero,6
Hidalgo,21
Jalisco,29
Michoacán,3
Morelos,8
Nayarit,16
Nuevo León,144
Oaxaca,10
Puebla,11
Querétaro,47
Quintana Roo,92
San Luis Potosí,11
Sinaloa,29
Sonora,20
Tabasco,14
Tamaulipas,38
Tlaxcala,0
Veracruz,14
Yucatán,19
Zacatecas,3
Total,842
