Estado,Ocurrencias
Aguascalientes,20
Baja California,44
Baja California Sur,15
Campeche,12
Chiapas,29
Chihuahua,32
Ciudad de México,588
Coahuila,37
Colima,5
Durango,19
Estado de México,269
Guanajuato,83
Guerrero,27
Hidalgo,19
Jalisco,214
Michoacán,31
Morelos,22
Nayarit,4
Nuevo León,152
Oaxaca,31
Puebla,107
Querétaro,89
Quintana Roo,76
San Luis Potosí,38
Sinaloa,37
Sonora,97
Tabasco,73
Tamaulipas,48
Tlaxcala,9
Veracruz,113
Yucatán,81
Zacatecas,15
Total,2436
