Estado,Ocurrencias
Aguascalientes,1
Baja California,2
Baja California Sur,0
Campeche,0
Chiapas,0
Chihuahua,1
Ciudad de México,14
Coahuila,0
Colima,0
Durango,0
Estado de México,4
Guanajuato,0
Guerrero,0
Hidalgo,0
Jalisco,2
Michoacán,5
Morelos,18
Nayarit,0
Nuevo León,3
Oaxaca,18
Puebla,4
Querétaro,2
Quintana Roo,1
San Luis Potosí,0
Sinaloa,0
Sonora,0
Tabasco,6
Tamaulipas,0
Tlaxcala,0
Veracruz,24
Yucatán,0
Zacatecas,0
Total,105
