Estado,Ocurrencias
Aguascalientes,7
Baja California,23
Baja California Sur,1
Campeche,1
Chiapas,4
Chihuahua,10
Ciudad de México,175
Coahuila,16
Colima,3
Durango,5
Estado de México,75
Guanajuato,18
Guerrero,4
Hidalgo,7
Jalisco,68
Michoacán,4
Morelos,16
Nayarit,6
Nuevo León,41
Oaxaca,10
Puebla,22
Querétaro,37
Quintana Roo,12
San Luis Potosí,7
Sinaloa,17
Sonora,24
Tabasco,9
Tamaulipas,8
Tlaxcala,0
Veracruz,19
Yucatán,16
Zacatecas,0
Total,665
