Estado,Ocurrencias
Aguascalientes,7
Baja California,51
Baja California Sur,13
Campeche,10
Chiapas,22
Chihuahua,28
Ciudad de México,249
Coahuila,26
Colima,8
Durango,5
Estado de México,135
Guanajuato,22
Guerrero,9
Hidalgo,24
Jalisco,97
Michoacán,25
Morelos,10
Nayarit,9
Nuevo León,111
Oaxaca,15
Puebla,50
Querétaro,41
Quintana Roo,50
San Luis Potosí,14
Sinaloa,28
Sonora,45
Tabasco,27
Tamaulipas,34
Tlaxcala,9
Veracruz,56
Yucatán,46
Zacatecas,8
Total,1284
